,Cod_UNb_PDV,Cod UNB,Cod Pdv,Nome Fantasia
1168,303_394,303,394,EMPORIO DE COMIDA
1169,303_1465,303,1465,SAN LUCAS BEBIDAS E
1170,303_3712,303,3712,GRILETTO - PLAZA SHO
1171,303_3867,303,3867,DIVINO F BARUERI
1172,303_4136,303,4136,BK BRASIL SPSP
1173,303_4160,303,4160,FILIAL SHOPPING CARA
1174,303_4186,303,4186,PECORINO BAR E TRATT
1175,303_6135,303,6135,BK-FL PIRITUBA
1176,303_6370,303,6370,SODEXO ISMS INFOCOM
1177,303_7569,303,7569,MONTANA SH OSASCO
1178,303_8107,303,8107,COCO BAMBU ALPHAVILL
1179,303_8375,303,8375,EMP DE COMIDAS
1180,303_8394,303,8394,DIVINO FOGAO COMIDAS
1181,303_8422,303,8422,BK OSASCO  PLAZA SHO
1182,303_8431,303,8431,BK WALMART OSASCO
1183,303_8432,303,8432,BK SHOP UNIAO OSASCO
1184,303_10739,303,10739,POPEYES PARQUE SHOPP
1185,303_10785,303,10785,FILIAL BK SHOPPING I
1186,303_10826,303,10826,MONTANA GRILL - CK
1187,303_13170,303,13170,SAPORE - OWENS LANCH
1188,303_13273,303,13273,FP II COM DE ALIMENT
1189,303_13985,303,13985,BOBS XV
1190,303_16530,303,16530,GRILETTO - VICTIVE
1191,303_17169,303,17169,PLK SUPER SHOP OSASC
1192,303_17610,303,17610,MONTANA GRILL SHOPPI
1193,303_20692,303,20692,CABANA ALPHAVILLE
1194,303_22306,303,22306,3AR LTDA
1195,303_22489,303,22489,CECARELLI SP
1196,303_22752,303,22752,GRILETTO SUPER SH
1197,303_23471,303,23471,JANDIRA PLAZA SHOP
1198,303_25373,303,25373,HOTEL IBIS TAMBORE
1199,303_25528,303,25528,VIV DO CAMARAO SP
1200,303_25530,303,25530,VIVENDA DO CAAO
1201,303_27074,303,27074,JIN JIN WOK
1202,303_29807,303,29807,APPLEBEES IGUATEMI
1203,303_29809,303,29809,MONT IGUATEMI BA
1204,303_29829,303,29829,POBRE JUAN BARUERI
1205,303_29831,303,29831,VIVENDA DO CAMARAO B
1206,303_30274,303,30274,MONT GRILL B
1207,303_30276,303,30276,DIVINO FOGAO BARUERI
1208,303_30454,303,30454,BK ITAPEVI
1209,303_30615,303,30615,BK BARUERI PARQUE SH
1210,303_30853,303,30853,HOTEL FORMULA 1
1211,303_31250,303,31250,MONTANA TAMBORE
1212,303_31770,303,31770,BK - TAMBORE SHOPPIN
1213,303_31771,303,31771,BK - FILIAL ALPHAVIL
1214,204_84040,204,84040,BK FILIAL SAO BENTO
1215,303_32528,303,32528,PIRAJA BARUERI SP
1216,303_33171,303,33171,ORIENTAL BARUERI 822
1217,303_33267,303,33267,SP PALATE RESTAURANT
1218,303_33269,303,33269,GRELHADOS RESTAURANT
1219,303_33270,303,33270,GRILETTO ALPHA SHOPP
1220,303_33329,303,33329,ALE CONDE RESTAURANT
1221,303_33442,303,33442,REILEO RESTAURANTE L
1222,303_89733,303,89733,H.S.J
1223,303_25994,303,25994,POBRE JUAN OUTLET
1224,303_30651,303,30651,BRESCO CAMPIN
1225,303_33977,303,33977,FS CARAPICUIBA 3469
1226,303_35218,303,35218,THE FIFTIES CD
1227,303_24281,303,24281,FAZENDA TAMBORE SHOP
1228,303_2528,303,2528,TO ATOA CHOPP S
1229,303_36389,303,36389,SAIDERA BRASIL
1230,303_38025,303,38025,MANIA SH TAMBORE
1231,303_34493,303,34493,ESSENCIAL EXPRESS
1232,303_36542,303,36542,PWP MINIMERCADO LTDA
1233,303_30254,303,30254,NUTRICAR
1234,303_37364,303,37364,COCO BAMBU OSASCO
1235,303_38027,303,38027,MANIA SH PQ BARUERI
1236,303_38028,303,38028,MANIA SH IGUATEMI AL
1237,303_38030,303,38030,MANIA SH TAMBORE.
1238,303_38036,303,38036,MANIA SH UNIAO OSASC
1239,303_38551,303,38551,SMART BREAK
1240,303_38617,303,38617,EMPORIO D COMIDAS
1241,303_38636,303,38636,REX EXTRA CARAPICUIB
1242,303_38977,303,38977,ATLAS COPCO
1243,303_39008,303,39008,HABIB S ITAPEVI
1244,303_38638,303,38638,HABIB S GRANJA VIANA
1245,303_38640,303,38640,HABIB S CAUCAIA DO A
1246,303_39007,303,39007,HABIB S OSASCO
1247,303_39004,303,39004,ARFCO ALIMENTOS LTDA
1248,303_38635,303,38635,RAG CARAPICUIBA
1249,303_12047,303,12047,HABIBS ALPHAVILLE
1250,303_13338,303,13338,ADAGIO ALPHAVILLE
1251,303_39340,303,39340,REX OSASCO JOAO DE A
1252,303_30210,303,30210,BURGER KING G.VIANA
1253,303_39613,303,39613,PIRAJA TAMBORE
1254,303_39714,303,39714,MS FOODS.
1255,303_39744,303,39744,OUTBACK STEAKHOUSE 1
1256,303_40122,303,40122,SAIDERA BRASIL SAO F
1257,303_40354,303,40354,FS OSASCO - AV DOS A
1258,303_40491,303,40491,REX SHOPPING TAMBORE
1259,303_40492,303,40492,HABIBS CARAPICUIBA 1
1260,303_97472,303,97472,HABIBS COTIA
1261,303_40494,303,40494,REX OSASCO
1262,303_40495,303,40495,REX SHOPPING PLAZA O
1263,303_40497,303,40497,REX OSASCO PRIMITIVA
1264,303_40499,303,40499,HABIBS HIRANT SANAZA
1265,303_40500,303,40500,HABIBS SHOPPING UNIA
1266,303_40501,303,40501,HABIBS CORIFEU
1267,303_40823,303,40823,FOODBUY ALIMENTOS
1268,303_40711,303,40711,MANIA DE CHURRASCO S
1269,295_27718,295,27718,WAGNER WALTER VIARO
1270,572_544,572,544,HOTEL IBIS AC
1271,572_1448,572,1448,JHR KING - BURG KING
1272,572_3234,572,3234,V DO CAMARAO RIO BRA
1273,435_5184,435,5184,MONTANNA EXPRES RIO
1274,435_5418,435,5418,DETROIT BURITI SHOPP
1275,435_5492,435,5492,CHOPP TIME RIO VERDE
1276,435_5546,435,5546,GRILETTO RIO VERDE
1277,435_6780,435,6780,RV BURGUER KING
1278,435_6830,435,6830,BK DRIVE RIO VERDE
1279,435_7357,435,7357,BURGUER KING RIO VER
1280,435_7617,435,7617,DETROIT STEAKHOUSE R
1281,435_8057,435,8057,BOBS KS
1282,435_9399,435,9399,SAPORE S.A.
1283,435_8048,435,8048,HOTEL IBIS JATAI
1284,77_2621,77,2621,SAPORE SA.
1285,974_5944,974,5944,GOL LINHAS AEREAS-
1286,806_501,806,501,GRILETTO ARAP
1287,806_707,806,707,BKING ARAPIRACA
1288,541_21207,541,21207,F1 BELO HORIZONTE
1289,541_28196,541,28196,OUTBACK STEAKHOUSE M
1290,541_30134,541,30134,BK CARREFOUR PAMPULH
1291,541_30153,541,30153,WALMART PAMPULHA
1292,541_30923,541,30923,OUTBACK STEAKHOUSE M
1293,541_30991,541,30991,OUTBACK MINAS GERAIS
1294,541_33099,541,33099,GRILETTO CONTAGEM
1295,541_33180,541,33180,GRILETTO ESTACAO
1296,541_38871,541,38871,FILIAL DRIVE GUTIERR
1297,541_39683,541,39683,DIVINO FOGAO - COMID
1298,541_39684,541,39684,DIVINO FOGAO SHOPPIN
1299,541_40732,541,40732,FILIAL DRIVE CATALAO
1300,541_41853,541,41853,BK DRIVE BH
1301,541_42892,541,42892,MONTANA SH DIAMOND
1302,541_43850,541,43850,COCO BAMBU BH
1303,541_43928,541,43928,PECORINO VP
1304,541_46578,541,46578,BK SH ONIX
1305,541_46684,541,46684,GRILLETO VI
1306,541_46779,541,46779,ILR BH R URSULA PAUL
1307,541_46825,541,46825,BURGER KING IV
1308,541_46864,541,46864,FILIAL BK DELL REY I
1309,541_46865,541,46865,SHOP PATIO SAVASSI
1310,541_46867,541,46867,BH SHOP
1311,541_47005,541,47005,SHOP CIDADE BH
1312,541_47017,541,47017,SHOP DEL REY
1313,541_47028,541,47028,SHOP DIAMOND MALL
1314,541_47051,541,47051,EXTRA MINAS SHOP
1315,541_47054,541,47054,MINAS SHOP
1316,541_47057,541,47057,SHOP ESTACAO BH
1317,541_47058,541,47058,ILS SHOP ESTACAO BH
1318,541_47063,541,47063,BOULEVARD SHOP BH
1319,541_48360,541,48360,OUTBACK DEL REY
1320,541_49273,541,49273,POBRE JUAN BH
1321,541_49582,541,49582,BK SHOP OIAPOQUE
1322,541_49876,541,49876,BK EXTRA BH
1323,541_50412,541,50412,SODEXHO.
1324,541_50423,541,50423,SHOP GREEN PLAZA
1325,541_57742,541,57742,PORTILHO SARGAS ACCO
1326,541_71169,541,71169,VIVENDA MINAS
1327,541_74980,541,74980,FORMULE 1 BELO HORIZ
1328,541_76472,541,76472,IBIS BELO HORIZONTE
1329,541_76740,541,76740,BURGER KING PATIO
1330,541_79807,541,79807,IBIS BUDGET BELO HOR
1331,541_80094,541,80094,IBIS BELO HORIZONTE
1332,541_80620,541,80620,BURGER KING BELVEDER
1333,541_80818,541,80818,BURKER KING SHOP CON
1334,541_81085,541,81085,DIVINO FOGAO MG.
1335,541_94479,541,94479,PIZZA HUT LOURDES
1336,541_94853,541,94853,BK DRIVE CRISTIANO M
1337,541_94944,541,94944,BK MY MALL PAMPULHA
1338,541_95060,541,95060,PIZZA HUT MINAS
1339,541_95719,541,95719,PIZZA HUT DEL REY
1340,541_97032,541,97032,ESPET MIMI MG
1341,541_97795,541,97795,PIZZA HUT BOULE MG
1342,541_98615,541,98615,BURGUER KING SAVASSI
1343,541_98624,541,98624,BK VIA BRASIL MG
1344,541_98685,541,98685,BK SHOPPING CENTRAL
1345,541_98686,541,98686,BK SHOPPING PLAZA AN
1346,541_98864,541,98864,PIZZA HUT DIAMNOND
1347,541_98865,541,98865,PIZZA HUT BHSHOPPING
1348,541_98955,541,98955,VIVENDA DO CAMARAO B
1349,541_99150,541,99150,VIVENDA BH SHOP
1350,541_99319,541,99319,DIVINO FOGAO DEL REY
1351,541_51070,541,51070,COCO BAMBU CONCEITO
1352,541_48462,541,48462,SAIDERA BRASIL BH
1353,541_50642,541,50642,GO INN BELO HORIZONT
1354,541_52176,541,52176,GR SERVICOS E ALIMEN
1355,541_52893,541,52893,FS BH - AV HERACLITO
1356,541_54052,541,54052,SOCIEDADE MELHOR MER
1357,541_54174,541,54174,GRILETTO MINAS SHOP
1358,541_55308,541,55308,FS BURITIS - AV MARI
1359,541_53235,541,53235,C-MARKET CONV
1360,541_52536,541,52536,BE HONEST MATRIZ BEL
1361,541_60241,541,60241,MG CONVENIENCIAS
1362,541_60267,541,60267,MANIA SH BH
1363,541_61582,541,61582,FRANQUIA HONEST MARK
1364,541_46193,541,46193,HOTEL FASANO BELO HO
1365,541_61161,541,61161,SAIDERA BRASIL CIDAD
1366,541_61169,541,61169,SAIDERA BRASIL UNIAO
1367,541_61165,541,61165,SAIDERA BRASIL SANTA
1368,541_61170,541,61170,SAIDERA BRASIL SAO J
1369,541_62101,541,62101,SMART BREAK BH
1370,541_62108,541,62108,SNACKIN BH
1371,541_62269,541,62269,HABIBS ACAIACA
1372,541_60873,541,60873,CASA DO PAO DE QUEIJ
1373,541_60875,541,60875,CASA DO PAO DE QUEIJ
1374,541_62267,541,62267,NOVOTEL BELO HORIZON
1375,541_62270,541,62270,IBIS BUDGET BH SAVAS
1376,541_62308,541,62308,FS BH - AV N S CARMO
1377,541_62147,541,62147,FM EMPORIO
1378,541_92336,541,92336,MEGA MERCADOS AUTONO
1379,541_44131,541,44131,CROASONHO SAVASSI -
1380,541_63055,541,63055,FS BH - AV ANTONIO C
1381,541_64162,541,64162,COCO BAMBU CONCEITO
1382,541_64043,541,64043,GRUPO GENNIUS 910
1383,541_64430,541,64430,TORQUETTI SOUZA COM
1384,762_3311,762,3311,THE CORAL BEACH RESO
1385,725_235,725,235,10 PASTEIS PARANAGUA
1386,725_373,725,373,BURGER K
1387,725_2266,725,2266,REDECINE BRA - PGA
1388,725_49531,725,49531,BORA BORA CHOPPERIA
1389,729_1304,729,1304,DEGUSTE
1390,729_1331,729,1331,PIZZA HUT GUARARAPES
1391,729_3775,729,3775,SAPORE
1392,729_40938,729,40938,SUMMERVILLE BEACH RE
1393,729_68864,729,68864,HOTEL MARUPIARA
1394,729_82437,729,82437,RESERVA DO PAIVA PE
1395,729_90123,729,90123,BK PE
1396,729_90160,729,90160,BK BRASIL PE
1397,729_6824,729,6824,ANSERVE PE
1398,729_6911,729,6911,FORTUNA PASTEIS 101
1399,729_6956,729,6956,HABIBS PIEDADE
1400,729_7002,729,7002,HABIBS SH GUARARAPES
1401,729_7180,729,7180,BK BRASIL OPERACAO 1
1402,729_7204,729,7204,TAKE AND GO PERNAMBU
1403,111_5862,111,5862,BURGUER KING
1404,111_31209,111,31209,BURGUER KING ROND
1405,111_4138,111,4138,COMFORT HOTEL & SUIT
1406,111_6598,111,6598,AGUA DOCE RONDONOPOL
1407,111_31424,111,31424,BOULERVARD DO CERRAD
1408,480_18,480,18,VILA DA COMIDA ARABE
1409,480_15304,480,15304,IBIS STYLES PIRACICA
1410,480_15615,480,15615,10 PASTElS 1700
1411,480_13880,480,13880,IBIS PIRACICABA 125
1412,480_11705,480,11705,SHOPPING PIRACICABA
1413,480_15169,480,15169,GRILETTO 722
1414,480_10930,480,10930,JIM JIM 722
1415,480_15364,480,15364,POPEYES 722
1416,480_15002,480,15002,RESTAURANTE JANGADA-
1417,480_12818,480,12818,BURGER KING II SHOP
1418,480_12224,480,12224,BURGER KING INDEPEND
1419,480_13088,480,13088,OUTBACK STEAKHOUSE 7
1420,480_336,480,336,SAPORE - OWENS LANCH
1421,480_1069,480,1069,MARIA STELLA MEUCCI
1422,761_2900,761,2900,MONTANA GRILL(RIO MA
1423,761_2901,761,2901,VIVENDA DO CAMARAO(R
1424,761_5133,761,5133,GRILETTO PT VELHO
1425,761_6014,761,6014,SP DIVINO FOGAO
1426,761_6949,761,6949,PAMPA FOOD
1427,761_8297,761,8297,CHOPP TIME PORTO VEL
1428,761_8909,761,8909,MONTANA GRILL - VIT
1429,761_10611,761,10611,ANSERVE RO
1430,761_10675,761,10675,BIRITAS DELIVERY
1431,771_1066,771,1066,VIVENDA CAMARAO
1432,771_1380,771,1380,UNITED CINEMAS(CONS
1433,771_5619,771,5619,RESTAURANTE 3G
1434,771_6496,771,6496,SODEXO ISMS INFOCOM
1435,771_6847,771,6847,VIVENDA DO CAMARAO (
1436,771_8340,771,8340,BK BRASIL SANTANA
1437,771_8706,771,8706,VIVENDA DO CAMARAO R
1438,771_8751,771,8751,BK-FL TIETE PLAZA SH
1439,771_8759,771,8759,JOHNNY ROCK NORTE
1440,771_8791,771,8791,MONTANA GRILL TIETE
1441,771_8844,771,8844,OUTBACK STEAKHOUSE T
1442,771_9710,771,9710,JIN JIN SHOP.TIETE
1443,771_9772,771,9772,OUTBACK STEAK NORTE
1444,771_9792,771,9792,D FOGAO SP
1445,771_9798,771,9798,BK BRASIL SPBR
1446,771_10358,771,10358,MB GRILL
1447,771_10559,771,10559,SHOPPING FRANCO
1448,771_10682,771,10682,BK HIPER BERGAMINI
1449,771_12148,771,12148,BK FREGUESIA
1450,771_12164,771,12164,POPEYES CANTAREIRA
1451,771_12314,771,12314,POPEYES TIETAS
1452,771_12482,771,12482,GRILETTO SANTA PARQU
1453,771_12850,771,12850,DIVINO FOGAO - FAZEN
1454,771_13463,771,13463,PLK SANTANA PARQUE S
1455,771_13482,771,13482,BKB FS SP - AV PARAD
1456,771_13696,771,13696,PLK ANHANGUERA PARQU
1457,771_96552,771,96552,BK ANDORINHA HIPER C
1458,771_99214,771,99214,GRILETTO SANTANA P
1459,771_99418,771,99418,BK - FILIAL ANHANGUE
1460,771_17140,771,17140,MANIA SH TIETE
1461,771_17139,771,17139,MANIA SH SANTANA PAR
1462,771_17860,771,17860,REX MAIRIPORA GALERI
1463,771_17861,771,17861,REX EXTRA JARAGUA
1464,771_17902,771,17902,FS SP - AV DR FELIPE
1465,771_17453,771,17453,EUREKA COM ALIMENTOS
1466,771_17931,771,17931,HABIBS ITABERABA
1467,771_17932,771,17932,RAGAZZO EDGAR FACO R
1468,771_98351,771,98351,MERCADO NOVO THIJUCA
1469,771_18150,771,18150,REX FRANCO DA ROCHA
1470,771_18152,771,18152,REX GUAPIRA
1471,771_17916,771,17916,MARCHE MAISON
1472,771_18224,771,18224,HABIBS TREMEMB
1473,771_18219,771,18219,FS CAJAMAR - AV TENE
1474,771_18683,771,18683,MILEDUAS COMERCIAL
1475,771_18848,771,18848,HABIBS PIRITUBA
1476,771_18849,771,18849,REX PERUS
1477,771_18924,771,18924,BOGA E BELEZE COM
1478,724_13681,724,13681,BTG S GONCALO SHOPPI
1479,724_16775,724,16775,PARME SAO GONCALO RE
1480,724_18289,724,18289,BK BAY MARKET
1481,724_18612,724,18612,BK PARTAGE
1482,724_19025,724,19025,BK BRASIL 1
1483,724_19026,724,19026,BK BRASIL 3
1484,724_19803,724,19803,BK GUANABARA
1485,724_20159,724,20159,BK GAVIAO PEIXOTO
1486,724_20501,724,20501,NIAD RESTAURANTES
1487,724_20799,724,20799,BK PATIO ALCANTARA
1488,724_20983,724,20983,PARME ICARAI
1489,724_21554,724,21554,OUTBACK STEAKHOUSE N
1490,724_22262,724,22262,BK ITABORAI PLAZA
1491,724_24315,724,24315,DRIVE POSTO BR RIO B
1492,724_24532,724,24532,OUTBACK RESTAURANTES
1493,724_24814,724,24814,PIZZA HUT NITEROI RJ
1494,724_25678,724,25678,BTG PARTAGE SAO GONC
1495,724_25679,724,25679,BTG BAY MARKET
1496,724_25680,724,25680,BTG PLAZA NITEROI
1497,724_25682,724,25682,DANTONIO LTDA
1498,724_27198,724,27198,BOMBOCINE RIO - ITAB
1499,724_27249,724,27249,CHOPP TIME NITEROI R
1500,724_28343,724,28343,REDECINE RIO ITABORA
1501,724_28662,724,28662,FS ITABORAI - BR 101
1502,724_28883,724,28883,OUTBACK SAO GONCALO
1503,724_94701,724,94701,OUTBACK ICARAI
1504,724_98584,724,98584,VIVENDA DO CAMARAO S
1505,724_98585,724,98585,VIVENDA DO CAMARAO N
1506,724_98932,724,98932,FILIAL SG SHOPPING
1507,724_99505,724,99505,BK PATEO ITAQUA
1508,216_38294,216,38294,SUA PIZZA MARKET PLA
1509,724_29197,724,29197,VIKINGS STEAK SEAFOO
1510,724_29291,724,29291,BL BAR E RESTAURANTE
1511,724_25617,724,25617,ALO MADRUGA ICARAI
1512,724_20237,724,20237,THE FIFTIES NITEROI
1513,724_31895,724,31895,MERCADO DIAS & EBOLI
1514,724_32107,724,32107,MANIA SH PLAZA NITER
1515,724_32528,724,32528,CABANA PLAZA NITEROI
1516,724_32682,724,32682,REX SH PATIO ALCANTA
1517,724_32683,724,32683,REX EXTRA ALCANTARA
1518,724_32684,724,32684,REX PARTAGE SH SAO G
1519,724_32725,724,32725,PLK PLAZA NITEROI
1520,724_95443,724,95443,MARKET4U NITEROI 174
1521,724_32460,724,32460,MARKET RIO  MERCADO
1522,724_32928,724,32928,HABIBS SH BAY MARKET
1523,724_32930,724,32930,HABIBS INOA SN
1524,724_32931,724,32931,HABIBS SAO GONCALO
1525,724_32929,724,32929,HABIBS SAO BOAVENTUR
1526,724_32987,724,32987,HABIBS ITABORAI
1527,724_32986,724,32986,REX ALCANTARA
1528,724_96840,724,96840,VIENA - SH RJ V PLAZ
1529,724_33095,724,33095,TAKEANDGO NITEROI
1530,724_34189,724,34189,PARME LANC
1531,469_23338,469,23338,FS JOINVILLE - BK
1532,469_22889,469,22889,MONTANA GRILL - ERFO
1533,469_817,469,817,COMFORT HOTEL JOINVI
1534,216_38294,216,38294,SUA PIZZA MARKET PLA
1535,469_1346,469,1346,CROASONHO JOINVILLE
1536,469_20611,469,20611,DIVINO FOGAO - SABOR
1537,469_6549,469,6549,VIV CAMARAO MULLER
1538,469_10305,469,10305,BURGUER KING - ADISE
1539,469_8746,469,8746,BURGER KING MUELLER
1540,469_11838,469,11838,BURGER KING ADISER C
1541,469_5814,469,5814,BURGER KING GARTEN
1542,469_17401,469,17401,IBIS HOTEIS - ATRIO
1543,469_1402,469,1402,10 PASTEIS GARTEN
1544,469_1428,469,1428,BIANCA TONELLI
1545,469_1251,469,1251,HABIBS JOINVILLE - L
1546,469_1788,469,1788,E&A DISTRIBUIDORA -
1547,538_4733,538,4733,MONTANA GRILL EX   9
1548,538_8264,538,8264,UCI.
1549,538_8384,538,8384,PARME SHOPP NOVA AM
1550,538_8732,538,8732,UCI RIBEIRO LTDA
1551,538_9539,538,9539,PARME NORTE SHOPPING
1552,538_9540,538,9540,PARME SHOPPING NOVA
1553,538_9543,538,9543,PARME - BARRA DA TIJ
1554,538_9553,538,9553,PARME -MEIER
1555,538_9564,538,9564,PARME BARRA SHOP NOV
1556,538_9565,538,9565,PARME RECREIO BARRA
1557,538_9947,538,9947,VIVENDA DO CAMAR RIO
1558,538_12334,538,12334,BTG VIA PARQUE
1559,538_12412,538,12412,DIVINO FOGAO(AV DAS
1560,538_17483,538,17483,VIVEND DO CAMARAO
1561,538_19415,538,19415,BK BRASIL  RECREIO
1562,538_19416,538,19416,BK BRASIL CENTER SHO
1563,538_20275,538,20275,BK JARDIM GUADALUPE
1564,538_20698,538,20698,BK MADUREIRA
1565,538_21049,538,21049,BK BR MADUREIRA
1566,538_21174,538,21174,BK AV. DAS AMERICAS-
1567,538_21529,538,21529,POBRE JUAN RJ.
1568,538_21581,538,21581,BK VIA PARK
1569,538_22038,538,22038,IMC BARRA SHOPPING
1570,538_22516,538,22516,LABALU COMERCIO
1571,538_22725,538,22725,MONTANA GRILL RJ BR
1572,538_22883,538,22883,BK METROPOLITANO
1573,538_23114,538,23114,BK RECREIO
1574,538_23131,538,23131,OUTBACK STEAKHOUSE P
1575,538_23134,538,23134,OUTBACK STEAKHOUSE J
1576,538_23135,538,23135,OUTBACK STEAKHOUSE B
1577,538_23137,538,23137,OUTBACK STEAKHOUSE B
1578,538_23139,538,23139,OUTBACK STEAKHOUSE R
1579,538_23140,538,23140,OUTBACK STEAKHOUSE B
1580,538_23222,538,23222,DIVINO FOGAO METROPO
1581,538_23407,538,23407,BURGUER KING AMERICA
1582,538_24015,538,24015,SHOPPING AMERICAS RJ
1583,538_24341,538,24341,HOTEL IBIS RJ BR
1584,538_24465,538,24465,HHR RJ
1585,538_24528,538,24528,HOTEL IBIS RIO DE JA
1586,538_24548,538,24548,UP ASSET CR HOTEL LT
1587,538_24712,538,24712,VIZINHANDO ESPET DE
1588,538_24757,538,24757,GRILETTO RJ
1589,538_25820,538,25820,GL EVENTS EMPREENDIM
1590,538_25844,538,25844,NOVOTEL RJ
1591,538_25884,538,25884,GRILETTO RIO J
1592,538_25951,538,25951,PIZZARIA PARME BOTAF
1593,538_25993,538,25993,BK NOVA AMERICA
1594,538_26076,538,26076,VIZINHANDO II
1595,538_26188,538,26188,BK BRASIL JCR
1596,538_26337,538,26337,VIVENDA JC RJ
1597,538_27091,538,27091,ESPETINHOS MIMI II
1598,538_27138,538,27138,FILIAL GUANABARA CAM
1599,538_27257,538,27257,OUTBACK ABBRACCIO
1600,538_27673,538,27673,PIZZA HUT JD OCEANIC
1601,538_28329,538,28329,FILIAL SHOPPING DOWN
1602,538_28587,538,28587,BK BARRA SQUARE
1603,538_28603,538,28603,FILIAL SHOPPINGMEIER
1604,538_29202,538,29202,BOBSI
1605,538_29342,538,29342,CHOP TIME FEST RES
1606,538_29507,538,29507,CHOPP BANDEIRANTES
1607,538_30464,538,30464,PARME.
1608,538_30651,538,30651,BTG BARRA ABM
1609,538_30652,538,30652,BTG NORTE SHOPPING I
1610,538_30653,538,30653,BTG CIDADE JARDIM
1611,538_30655,538,30655,BTG SHOP METROPOL
1612,538_30656,538,30656,MR COOK GOURMET
1613,538_30657,538,30657,BTG MADUREIRA
1614,538_30658,538,30658,BILLY THE GRILL I
1615,538_30659,538,30659,BTG BARRA SHOPPING
1616,538_30660,538,30660,BTG RIO 2
1617,538_30661,538,30661,BTG NORTE SHOPPING I
1618,538_30735,538,30735,BK DOM HELDER
1619,538_30856,538,30856,BILLY THE GRILL
1620,538_31195,538,31195,OUTBACK VIA PARQUE
1621,538_31223,538,31223,BK VIA PARQUE SHOPI
1622,538_31378,538,31378,HANDOVER
1623,538_31542,538,31542,BTG RAMOS
1624,538_31812,538,31812,DRIVE INTENDENTE MAG
1625,538_32009,538,32009,MONTANA BARRA SHOP
1626,538_32325,538,32325,VIZINHANDO UPTOWN
1627,538_32451,538,32451,BS GRILL EIRELI
1628,538_32463,538,32463,BOMBOCINE RIO - AMER
1629,538_32467,538,32467,BOMBOCINE RIO - RECR
1630,538_32525,538,32525,PECORINO BARRA BAR
1631,538_32755,538,32755,BILLY THE GRILL - RI
1632,538_33023,538,33023,PIZZARIA PARMA
1633,538_33294,538,33294,HPW ALIMENTACAO E CO
1634,538_33327,538,33327,CHOPP TIME RIO CENTR
1635,538_33917,538,33917,PARME LANC
1636,538_33945,538,33945,REDECINE RIO RECREIO
1637,538_34017,538,34017,BKB ILR RJ - ESTRADA
1638,538_34026,538,34026,REDECINE  RIO - AMER
1639,538_34028,538,34028,CABANA BARRA SHOPPIN
1640,538_34910,538,34910,DIVINO FOGAO - SOBRA
1641,538_70232,538,70232,SHERATON NIEMEYER
1642,538_85428,538,85428,PIZZA HUT / BARRA DA
1643,538_95277,538,95277,MONTANA DOWNTOWN
1644,538_95284,538,95284,VIVENDA DO CAMARAO G
1645,538_96315,538,96315,CHOPP TIME FEST RJ
1646,216_54049,216,54049,AEROPORTO
1647,538_96835,538,96835,BK NT SHOPPING
1648,538_97263,538,97263,VZ MADUREIRA GOURMET
1649,538_97317,538,97317,CHOPP TIME BEER BAR
1650,538_97615,538,97615,BK NORTE SHOPPING
1651,538_97804,538,97804,VIZINHANDO JACAREPAG
1652,538_97918,538,97918,BK BARRA SHOPPING
1653,538_97999,538,97999,RIO HOTEL BRASIL
1654,538_98206,538,98206,OUTBACK RECREIO RJ
1655,538_98465,538,98465,HOTEL SHERATON BARRA
1656,538_99178,538,99178,VIVENDA RIO RJ
1657,538_34958,538,34958,RADISSON RIO DE JANE
1658,538_37307,538,37307,VIZINHANDO BOTECAGEM
1659,538_30596,538,30596,ALO MADRUGA BARRA
1660,538_33895,538,33895,ALO MADRUGA - NOVO T
1661,538_38826,538,38826,CK BRASIL
1662,538_39358,538,39358,MARKET4YOU MARCELO B
1663,538_40503,538,40503,MANIA DE CHURRASCO P
1664,538_40673,538,40673,KATCHUP & MAIONESE C
1665,538_40463,538,40463,MANIA BARRA SH
1666,538_40464,538,40464,MANIA NORTE SH
1667,538_40472,538,40472,MANIA NOVA AMERICA S
1668,538_40473,538,40473,MANIA SH METROPOLITA
1669,538_41223,538,41223,SAPORE - TERNIUM CSA
1670,538_41275,538,41275,ANSERVE RJ
1671,538_41291,538,41291,REX GUANABARA  ENGEN
1672,538_41292,538,41292,REX MADUREIRA (MERCA
1673,538_41294,538,41294,REX MADUREIRA II
1674,538_41296,538,41296,REX GUANABARA  VALQ
1675,538_41159,538,41159,PLK NORTE SHOP
1676,538_41321,538,41321,PLK SHOP MADUREIRA
1677,538_41323,538,41323,FS RJ - AV AMERICAS
1678,538_40808,538,40808,CB NORTE SHOPPING
1679,538_41006,538,41006,PLK SHOP NOVA AMERIC
1680,538_41362,538,41362,HABIBS CAMPINHO
1681,538_41531,538,41531,HABIBS TIROL
1682,538_41522,538,41522,HABIBS ESTRADA DOS B
1683,538_41523,538,41523,HABIBS AVENIDA BRASI
1684,538_41524,538,41524,HABIBS NORTE SH 3
1685,538_41525,538,41525,RAGAZZO AV DAS AMERI
1686,538_41527,538,41527,HABIBS AMERICAS
1687,538_41526,538,41526,CKB RECREIO
1688,538_41580,538,41580,VIKINGS NOVA AMERICA
1689,538_33998,538,33998,SUA PIZZA METROPOLIT
1690,230_32325,230,32325,BK SHOPPING IGUATEMI
1691,538_41613,538,41613,HABIBS MADUREIRA
